scenario,seed,episodes,reward_initial,reward_final,reward_best,reward_gain,best_episode,plateau_episode,best_final_gap,best_final_gap_ratio,late_regression
Balanced_Performance,0,600.0,-32.20230869665717,26.709576257511735,27.91358861781617,58.911884954168904,510.0,598.0,1.2040123603044357,0.043133556805947944,False
Balanced_Performance,1,600.0,-29.244746591872605,17.851047883868514,27.509263724314184,47.095794475741116,568.0,572.0,9.65821584044567,0.35108957975888005,True
Balanced_Performance,2,600.0,-21.556311156412065,6.277108380871972,26.05006673837596,27.833419537284037,430.0,284.0,19.77295835750399,0.7590367639394652,True
Balanced_Performance,3,600.0,-27.292592107372755,1.354679496292249,24.49046425576413,28.647271603665004,278.0,276.0,23.135784759471882,0.9446854301272215,True
Balanced_Performance,4,600.0,-21.209185655538718,19.505827903258723,29.42368884307174,40.71501355879744,485.0,340.0,9.917860939813018,0.3370706165603138,True
Balanced_Performance,5,600.0,-17.03992801815259,15.56494765665142,30.900373203744532,32.604875674804006,484.0,483.0,15.335425547093113,0.49628609486291747,True
Balanced_Performance,6,600.0,-24.341970298144883,15.410043080295317,26.28169130809179,39.752013378440196,479.0,303.0,10.871648227796474,0.41365862266441106,True
Balanced_Performance,7,600.0,-18.720714582229334,-8.641250335137215,24.424603263093122,10.079464247092119,362.0,283.0,33.06585359823033,1.353792863779884,True
Balanced_Performance,8,600.0,-29.234059521608334,-0.9477772853312575,27.26460093610264,28.286282236277078,473.0,341.0,28.212378221433895,1.0347621917354473,True
Balanced_Performance,9,600.0,-28.019418085134614,8.15197975889942,29.97303726250941,36.17139784403403,497.0,496.0,21.821057503609993,0.7280228997981463,True
Balanced_Performance,10,600.0,-26.693329909952496,12.171687091841067,27.563456534780816,38.86501700179356,389.0,372.0,15.391769442939749,0.5584121651621493,True
Balanced_Performance,11,600.0,-21.5138964898061,7.940690081724443,24.318815813748262,29.454586571530545,328.0,324.0,16.37812573202382,0.6734754626812339,True
Balanced_Performance,12,600.0,-35.5099166030977,15.512199768932117,28.59726954406163,51.022116372029814,459.0,455.0,13.085069775129512,0.4575636060277893,True
Balanced_Performance,13,600.0,-18.488964294117142,6.228428596957918,27.116570608623633,24.71739289107506,450.0,440.0,20.888142011665714,0.770309133597552,True
Balanced_Performance,14,600.0,-36.05022056338981,8.782257957115032,28.888214355879434,44.832478520504836,581.0,580.0,20.105956398764402,0.6959916646655719,True
Balanced_Performance,15,600.0,-19.787244674996135,17.51880954718561,26.074304553499154,37.30605422218174,513.0,477.0,8.555495006313542,0.3281197774137911,True
Balanced_Performance,16,600.0,-33.8670440334942,2.5449158200354702,25.51044551853534,36.41195985352967,531.0,255.0,22.96552969849987,0.9002402440135203,True
Balanced_Performance,17,600.0,-28.407378397455137,10.420071387195007,29.846535597431057,38.82744978465014,420.0,388.0,19.42646421023605,0.6508783623084254,True
Balanced_Performance,18,600.0,-27.039676426502464,20.948024876498653,28.237492632659364,47.98770130300112,377.0,319.0,7.289467756160711,0.2581485491997878,True
Balanced_Performance,19,600.0,-26.13898926229137,9.034678404031409,22.18549017682753,35.17366766632278,430.0,428.0,13.15081177279612,0.5927663381777329,True
Energy_Saving_Focus,0,600.0,-34.08851473472393,-0.4546835735131346,27.08058577534252,33.63383116121079,307.0,307.0,27.535269348855653,1.0167900198793756,True
Energy_Saving_Focus,1,600.0,-31.679175623201395,27.1428829222987,31.37024870097673,58.8220585455001,579.0,406.0,4.227365778678031,0.13475716494866072,False
Energy_Saving_Focus,2,600.0,-20.711595987544325,-14.298115798491581,31.315970033820523,6.413480189052743,526.0,331.0,45.61408583231211,1.4565758551643122,True
Energy_Saving_Focus,3,600.0,-28.075978596330625,24.54585575050415,27.95361455145081,52.621834346834774,312.0,292.0,3.4077588009466595,0.1219076264600563,False
Energy_Saving_Focus,4,600.0,-20.176976094161915,8.382994499110685,24.261655603425584,28.559970593272602,273.0,264.0,15.878661104314899,0.6544755792375908,True
Energy_Saving_Focus,5,600.0,-18.858215741468086,5.1167820705046205,25.429350777706667,23.974997811972706,255.0,255.0,20.312568707202047,0.798784400151089,True
Energy_Saving_Focus,6,600.0,-27.238257571877362,17.86921370116633,32.13806454473848,45.10747127304369,392.0,340.0,14.268850843572146,0.44398600369069796,True
Energy_Saving_Focus,7,600.0,-19.641317179851175,13.286745200222917,28.224218040828678,32.928062380074095,340.0,338.0,14.93747284060576,0.5292431067176941,True
Energy_Saving_Focus,8,600.0,-29.627689588746115,3.7152219126934876,20.273750586993355,33.3429115014396,260.0,238.0,16.55852867429987,0.8167471826807916,True
Energy_Saving_Focus,9,600.0,-31.402482409069272,18.617954731826927,27.22444743549722,50.0204371408962,403.0,340.0,8.606492703670291,0.3161310334787004,True
Energy_Saving_Focus,10,600.0,-27.07413611560548,2.8375534404325515,32.50731329028446,29.91168955603803,492.0,488.0,29.669759849851907,0.9127103056751042,True
Energy_Saving_Focus,11,600.0,-20.912953714641347,2.659874347028857,27.39812908839864,23.572828061670204,307.0,309.0,24.738254741369783,0.9029176649819076,True
Energy_Saving_Focus,12,600.0,-37.6635551750395,15.667752683006695,29.1380400586014,53.331307858046195,323.0,313.0,13.470287375594706,0.4622921565247264,True
Energy_Saving_Focus,13,600.0,-21.660374807727663,6.630404270166645,28.167388165297336,28.290779077894307,295.0,294.0,21.53698389513069,0.7646070614976148,True
Energy_Saving_Focus,14,600.0,-37.912123432415484,21.99345559688397,26.955049585101506,59.90557902929945,426.0,335.0,4.961593988217537,0.18406918423774263,False
Energy_Saving_Focus,15,600.0,-20.075761411034094,-13.03907529204099,28.913244111241283,7.036686118993105,325.0,338.0,41.952319403282274,1.4509724070351373,True
