scenario,episode,n_seeds,reward_mean,reward_std,EUIt_mean,EUIt_std,EG_mean,EG_std,H_mean,H_std
Balanced_Performance,86,20,14.856052824463607,2.1933490261132196,74.48632829889655,0.7754870494392828,2.130657249400392,0.05710977971943866,7.058476728023962,0.11094765637770271
Balanced_Performance,87,20,14.539321683826927,1.64275102138456,74.63024192452431,0.5903567189653193,2.1234342028945683,0.04086864815706823,7.052807299303822,0.09770772760060463
Balanced_Performance,88,20,14.61848752728034,2.0887321937880157,74.59819409713148,0.6534974980415782,2.1253266238886863,0.05580998635385395,7.0549857474630695,0.1155939032089291
Balanced_Performance,89,20,14.849760525034307,1.8078433283051194,74.57508927345276,0.5214589148645211,2.137423108229414,0.049487274021511644,7.060414666091091,0.09953010417267733
Balanced_Performance,90,20,14.952428013482196,1.8559451218646028,74.45783226922154,0.5738248863452212,2.136701825316995,0.04943814769369905,7.0557836429961025,0.10332902519627733
Balanced_Performance,91,20,15.203388070245058,2.366327009755996,74.35473284810782,0.7609484422422323,2.1406201169546692,0.0653805274446187,7.0656379903852935,0.11883900132080727
Balanced_Performance,92,20,15.11185668844941,1.5564683102711485,74.45518190398812,0.5839296168885877,2.134564890693873,0.03666811478495106,7.089035664005205,0.08227919577757585
Balanced_Performance,93,20,14.964237666113021,1.8298626822319863,74.48595623150467,0.6406809357963749,2.1376959019433706,0.044066904913018394,7.05974359402433,0.1040413769098079
Balanced_Performance,94,20,15.4220870493459,2.143872042859598,74.29076226174831,0.7317529845487224,2.1483069738326597,0.0558207552126281,7.074075305568985,0.11312616700497516
Balanced_Performance,95,20,15.979806265974492,1.9158262607271521,74.17965813107789,0.7393534715418575,2.168015543473884,0.0479687421334166,7.103117930577136,0.10268821990857417
Balanced_Performance,96,20,15.699177391693249,2.192955505933603,74.22538211941719,0.6561087539108471,2.1570176154654472,0.05649787079279475,7.083533595837653,0.13058941231589802
Balanced_Performance,97,20,15.670053500555621,1.9870508009791334,74.23775916382671,0.645224610885016,2.156430726349354,0.052236745103253,7.082874403609894,0.11090387266955128
Balanced_Performance,98,20,15.737770827193753,1.8775452511717947,74.1971876487136,0.7089177555686949,2.154331249371171,0.04612336021935392,7.090859331181273,0.10025497449768189
Balanced_Performance,99,20,15.918953492189285,2.1843136496997437,74.1492586529255,0.7216113365086453,2.160799665590748,0.05340912134740068,7.100100084859878,0.12786702132305297
Balanced_Performance,100,20,15.530083011789188,2.134634264897952,74.26200327903032,0.6056196289054174,2.153317892542109,0.053255766060690914,7.072993127647787,0.14572227729342901
Balanced_Performance,101,20,16.716322709850296,2.0746296580501653,73.90745064482093,0.6280836991286901,2.184031630912796,0.04883912140807059,7.134639592301101,0.13204156551486915
Balanced_Performance,102,20,15.909362077722449,2.496173502575134,74.17308408021927,0.8392447595946579,2.1609769980609417,0.06119529151372159,7.101798272929154,0.1338821537917074
Balanced_Performance,103,20,15.675321518059658,2.2186265767170132,74.24935170054435,0.7666430237795381,2.1555328405462206,0.05367304624809475,7.088628896865994,0.12050066951894176
Balanced_Performance,104,20,16.214577549113663,2.387708474050239,74.0201073267311,0.8451049662613249,2.1678918371349574,0.056757791585602756,7.10628117785789,0.14047243833968465
Balanced_Performance,105,20,16.002070252533628,2.454844816966056,74.0856146273017,0.7852330378494623,2.165622764239088,0.06001380765786445,7.088985865488648,0.14390962698428425
Balanced_Performance,106,20,16.76218988375893,2.132702484459199,73.88030607834459,0.8045545828753613,2.1839793166611345,0.046774350136194846,7.138511502128094,0.13109263477677655
Balanced_Performance,107,20,16.790562915925953,2.296683632588749,73.88976812809706,0.8391521998364371,2.1898584175435825,0.05383601988367535,7.125983804273419,0.1268515329966955
Balanced_Performance,108,20,16.833069350541766,2.1110762643942196,73.87675591111183,0.7095500704670328,2.18631520209834,0.05058814279298746,7.138045723130927,0.12798859554492586
Balanced_Performance,109,20,17.297464139017315,1.9313348655040934,73.73479932412505,0.8024812324639549,2.1969850917253644,0.039816392652367236,7.1656884383410215,0.12009309203586445
Balanced_Performance,110,20,17.04256731975442,2.080288318973178,73.80137166857719,0.802818686769458,2.1963591544423253,0.04742315723107007,7.138078780721408,0.12164930567494728
Balanced_Performance,111,20,17.431565294027948,1.9129610995937498,73.6678178280592,0.7558188708562782,2.2034326797071846,0.04011926425759828,7.159777655294166,0.11925330737753985
Balanced_Performance,112,20,17.416007591214647,1.9591448954956425,73.63153417788446,0.7953562330504654,2.2037964613037184,0.04388201537778923,7.1477877385588355,0.12160723116086719
Balanced_Performance,113,20,17.576353944169703,2.2642625045157434,73.62208014637233,0.9305152670941396,2.204664092939347,0.05349744260244201,7.173417162345723,0.12416843516371934
Balanced_Performance,114,20,17.445299271433175,1.7722320938165363,73.67740573100745,0.7807162154824923,2.2073952891491353,0.0379645940925509,7.153559037097731,0.09869672109165831
Balanced_Performance,115,20,18.098249537104895,2.5180412275737387,73.430043669343,1.055393574363812,2.223165428014472,0.0570536116268602,7.177603020602836,0.12210950361206453
Balanced_Performance,116,20,17.61825977984128,2.2037007761193,73.61522806897759,0.8901668855878988,2.211685494312551,0.05177126559885936,7.165064101798926,0.1358879580590862
Balanced_Performance,117,20,17.956727351603508,2.372755287536226,73.48245979905128,0.9178894226536907,2.218387228604406,0.053109570503642935,7.1775462662708005,0.1412528350162656
Balanced_Performance,118,20,18.632028549443536,2.335054822444292,73.3012695966661,0.8683581563996114,2.2370175083260984,0.06319204273637055,7.209416599730029,0.12809987179007865
Balanced_Performance,119,20,18.114740825474858,2.6572837104941502,73.406852510795,1.0458996109396275,2.225694985371083,0.0649205873137183,7.168729790155775,0.1302249871675782
Balanced_Performance,120,20,18.281533320667766,2.2952873669925453,73.38398956760764,1.0144279425093037,2.2300720517337322,0.052405501513035205,7.185251791477204,0.10980090676213394
Balanced_Performance,121,20,18.181889977595823,2.1501573741949938,73.39132562197744,0.8395269074827229,2.2282703675702216,0.05091471788305215,7.173283913740889,0.13828723676185278
Balanced_Performance,122,20,17.98692891329797,2.838252108911365,73.42540894217788,1.0588986534176417,2.2193965872284025,0.06612561728607784,7.165013239542023,0.15565236392942394
Balanced_Performance,123,20,18.741290525258457,2.4519328915259204,73.24012559786439,0.8705155093924574,2.2427531628031283,0.058537108979253315,7.20022687648423,0.1487485070395646
Balanced_Performance,124,20,18.948508699508253,2.2068812764049706,73.12063169270753,0.8366488656506136,2.2449200797546656,0.05747562747761909,7.208287621326744,0.1300136649783194
Balanced_Performance,125,20,18.769656768018468,2.782325424926199,73.23025073185563,1.0214373024595773,2.2449495966546236,0.07095136472437732,7.200423561958596,0.15743921547970144
Balanced_Performance,126,20,19.073640303034914,2.1580880774060778,73.05514702826738,0.7781282139822753,2.2469704964198174,0.056414054937539794,7.210659090690315,0.13101624919927152
Balanced_Performance,127,20,19.269404533217305,2.0612824721442093,72.95246092714369,0.8070982921273215,2.251647592354566,0.058730342432912426,7.213968408247456,0.1285080507352072
Balanced_Performance,128,20,18.962214087534317,2.26346269339754,73.16733505636454,0.9457604225577922,2.2462415370903908,0.05820370426736363,7.215484120408073,0.1238135114850235
Balanced_Performance,129,20,19.320974153123938,2.870006627193182,73.02423349574208,1.047306157750261,2.2547322572395205,0.07280589557798092,7.225837928769178,0.15594380077166983
Balanced_Performance,130,20,19.169845354452676,2.463981722231632,73.0420585332811,0.9577002930737225,2.2484152993839235,0.056376137274497924,7.220791057040915,0.1487433418966037
Balanced_Performance,131,20,19.269007322343462,2.5136906650638142,72.99987683698535,0.9153258253273898,2.2559150512702764,0.06280155803135225,7.205761104463599,0.1477521093727812
Balanced_Performance,132,20,19.502019736864842,2.515518377413678,72.90649545125663,0.8519911990353718,2.2587332272809,0.07051387521812569,7.223100261394866,0.15423904529852886
Balanced_Performance,133,20,19.76755809772433,2.554596172255752,72.84506135389208,1.0637233278913305,2.2677016408136117,0.06634733686561615,7.235608073184267,0.11847850203857674
Balanced_Performance,134,20,19.991500827840458,2.180237607995625,72.76366668783128,0.8679154762176158,2.2755232310527935,0.050058933197674356,7.237739859349094,0.1361179933284195
Balanced_Performance,135,20,20.12000723606228,1.9620249578185225,72.73510291665792,0.9599572061400777,2.2806265302188695,0.04853620316390564,7.244753357630688,0.11959441256068026
Balanced_Performance,136,20,19.801994004027847,2.258263852025247,72.8232400301844,1.0032601369246543,2.267012996315025,0.05492891386287281,7.238723134822211,0.12273145077886519
Balanced_Performance,137,20,20.29699830293432,2.2035133939983473,72.6966109097004,1.0316004305982531,2.284056322081015,0.05422411520145843,7.258342733653262,0.12184267664822068
Balanced_Performance,138,20,20.528065290645433,2.44032794646059,72.51782303564251,1.0300379616292383,2.288590362399118,0.05502480158815154,7.251791104805889,0.13953580201275692
Balanced_Performance,139,20,20.551301882849494,2.8494833392494603,72.62559282466769,0.951979222983683,2.2938407773617655,0.07466402583847032,7.26280072728172,0.16882338323925214
Balanced_Performance,140,20,20.186588790396495,2.3005497924160805,72.72919657342136,0.9807710044893878,2.2797631609253584,0.060742835626952464,7.254372147852555,0.1236114835536099
Balanced_Performance,141,20,20.23944483243462,2.9374864180262983,72.7042709685117,1.0120743843997555,2.285047382954508,0.07706860296476113,7.246719050833489,0.16923620447430837
Balanced_Performance,142,20,20.808300041247143,2.7248426839076125,72.55870513215662,1.0756667441314012,2.299311545575038,0.06508809643438272,7.279756337455474,0.15007787146619556
Balanced_Performance,143,20,21.253017784968275,2.3462485609913557,72.40793333508074,0.90191522065936,2.314685453152051,0.06386491329499469,7.288019424396334,0.1362293812823123
Balanced_Performance,144,20,21.066800866848368,2.875900547373918,72.4199183678627,1.0982999773277506,2.3059749429579823,0.0726426959763786,7.274756446452811,0.14089221098062546
Balanced_Performance,145,20,20.748300634315576,2.892254103561889,72.53241401858628,1.0750274397834174,2.2947643677517773,0.07454439560065454,7.272304090484977,0.15185736487380175
Balanced_Performance,146,20,20.723953444325684,3.125087298033783,72.57850986883044,1.1543494574901043,2.298617916405201,0.08302741326400839,7.2693521657516245,0.1653422638349633
Balanced_Performance,147,20,21.083452523759345,3.2275675308128386,72.45053187489509,1.1911941325209459,2.3053100508730857,0.08375279453801962,7.287734099747612,0.1571075271278658
Balanced_Performance,148,20,21.227287848156156,3.0083136874916216,72.35710166573524,1.0412538182574995,2.308166345785139,0.08133482417972537,7.286770284468657,0.16460618476771524
Balanced_Performance,149,20,20.86768340864976,2.953415124151237,72.55711543358862,1.0691739258677624,2.30587568977382,0.07581796900425934,7.275995178474114,0.16258630711324262
Balanced_Performance,150,20,21.798933141845733,3.128166119569594,72.24515871532262,1.1169227561413666,2.328638078570366,0.08048914132441232,7.3107868450460956,0.1512943492941921
Balanced_Performance,151,20,20.920910623203042,2.747308145377672,72.51099478401244,0.945220623742215,2.3026236558519306,0.07453957831152273,7.280282148653642,0.1605286249542273
Balanced_Performance,152,20,21.492067895218575,2.703066996179732,72.30412535555661,0.9712260988772454,2.321298831803724,0.07653498673997715,7.290255606980063,0.1497338270901151
Balanced_Performance,153,20,21.69300082717096,2.2377292263298356,72.25415073402226,0.8561508272469871,2.32340665245225,0.06170650829616416,7.3088610929231805,0.11809706408230931
Balanced_Performance,154,20,21.901146878761672,2.8017582663853786,72.1966358487308,0.9922204454744806,2.332983121741563,0.07707720156762207,7.3070128777390355,0.14325703856389538
Balanced_Performance,155,20,21.981336634185116,3.1756446931391205,72.16507560186088,1.1610372875692447,2.3368718840321527,0.07992349794088636,7.308634425874334,0.14942863358903288
Balanced_Performance,156,20,22.01916308901725,2.795463719499697,72.10112139903009,0.9876672042372937,2.3306285014376042,0.0746710391926163,7.315637887646444,0.15391155200349607
Balanced_Performance,157,20,21.848961114074907,2.9316899834143997,72.1736174363643,1.141556738721001,2.3268081312207505,0.0688800750570707,7.309012152266223,0.1512564656348805
Balanced_Performance,158,20,22.022747723062885,2.974251102280771,72.16054895743727,1.0926880776667969,2.3313539032917467,0.07619341142505338,7.32187619571574,0.1453591380354507
Balanced_Performance,159,20,22.052965254958647,2.7907771774813632,72.07361332312226,0.9600268731762326,2.330430168220773,0.06939109179514119,7.310606381660326,0.15404167141698943
Balanced_Performance,160,20,22.499525987145525,2.943361657247458,71.96335798218846,1.126885410071268,2.3453260812629013,0.07344953373343394,7.330216976429801,0.13794676978958526
Balanced_Performance,161,20,22.6156867353501,3.2733674165785214,72.01041349865497,1.1005074789396379,2.353375450321473,0.08529130292367612,7.341379161917139,0.16390047659210563
Balanced_Performance,162,20,22.541160709421373,2.8038786969578458,71.9750604698807,1.005982759150854,2.349943677727133,0.0721909883458812,7.327881974671035,0.15023386315848516
Balanced_Performance,163,20,22.587544463149136,2.8380446932042096,71.96463556304573,0.9849540813982756,2.3481027610599994,0.07455815056470132,7.338627035263926,0.14874826823366183
Balanced_Performance,164,20,22.666365689352588,2.9899335063253987,71.9166616512835,1.043093333503285,2.3519105520239103,0.07539252798241496,7.335374171058648,0.16509166850884296
Balanced_Performance,165,20,22.569580210229304,2.7485761856791346,72.01177015475929,1.0623574181575006,2.3469954404421154,0.06559698766117802,7.349396385513247,0.14231510699284053
Balanced_Performance,166,20,22.82613080603008,3.1668489446486228,71.85266066335141,1.0718377470526848,2.353032145136967,0.08212623904460861,7.342973455609754,0.16254690155838486
Balanced_Performance,167,20,23.045059517594552,3.174855383144833,71.83697824381292,1.1289818569492467,2.364007847360335,0.08469000782287378,7.3535189073183576,0.15874617193134793
Balanced_Performance,168,20,23.3841317823265,3.0897171183661793,71.71549660608173,1.038177566955004,2.3735445060767235,0.07769808414332126,7.363672338896431,0.16714920041922468
Balanced_Performance,169,20,23.559543141227504,3.098479137216611,71.6496535910666,1.04959811303631,2.375431948159821,0.08306787335552236,7.37647856268566,0.15604807413757413
