method,scenario,seed,FAR,SD,AF,AR_ew,AR_ns,SVF,BD,OSR,SC,PAR,theta,OSLI,EUIt,EG,H,reward
NSGA-II,NSGA-II,20260310,1.7132297167785704,49.52476549560497,8.71966422292006,0.4137147069294385,2.268231870446411,0.638141876140495,0.1820670626587963,0.45741869637866406,0.5837848431869195,0.12258301037276652,-5.464467183703647,6.180050436435213,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297569784154,49.52478746805475,8.719663999133985,0.41371470692711754,2.2682319944140783,0.6381418730266107,0.18206710076741145,0.45741869901258964,0.5837848959822441,0.12258300856186799,-5.464587405865927,6.180051801386301,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297850180533,49.524787740964506,8.719664120620235,0.41371470703128294,2.268231977274361,0.6381418754963701,0.18206710065771725,0.4574186989688573,0.5837849057772031,0.12258298708572132,-5.464587465903854,6.180051785696913,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297569487163,49.52478893547332,8.719659747594644,0.4137147069284234,2.268231874421689,0.6381418726357743,0.1820671004930086,0.4574187011553766,0.583784839387936,0.1225829847925294,-5.464578932235504,6.18005144253928,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297337140665,49.52225820329572,8.719656510623548,0.41371470714734593,2.268231986758402,0.6381418763230986,0.18206706188560082,0.4574184965583542,0.5837852075626826,0.12258125514385236,-5.464475012295729,6.180051488063991,66.0,2.849999189376831,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297573215804,49.524787646402835,8.719659450046269,0.41371470691067114,2.2682318712468232,0.6381418730982091,0.1820670912572267,0.4574186972360046,0.5837848969348688,0.12258287736964676,-5.464576030063057,6.18005039631814,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299815438006,49.52478775007385,8.71965782413778,0.4137147069236251,2.268231870323694,0.6381418731403933,0.18206710067800053,0.4574187011705543,0.5837848965740609,0.12258300832977079,-5.464469878058608,6.180050423769781,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299868650875,49.524797691047446,8.719659042430367,0.41371470665903554,2.2682319979974164,0.6381418728558135,0.18206706639042164,0.45741870121070916,0.5837848457134424,0.12258298482087576,-5.46445329839154,6.180049580318804,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297558771659,49.52477242210096,8.71966419847961,0.41371470692050166,2.2682319768438397,0.6381418755544833,0.1820670913817199,0.4574186963000699,0.5837848950838304,0.12258301271176392,-5.4644742998109095,6.180051481077669,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297411334485,49.52477034112688,8.719663920743542,0.4137147068816811,2.2682318673144293,0.638141873127375,0.1820670908506427,0.4574186957150618,0.5837848438474296,0.12258307842943353,-5.464593264800804,6.180051406852784,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297589390029,49.5247189260474,8.719659500794297,0.41371470690523116,2.2682319862920517,0.638141874845987,0.1820670913919838,0.457418697233669,0.5837848380814606,0.12258300677113024,-5.464472553894559,6.180050434418239,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297634282947,49.524786986994116,8.7196596967406,0.41371470841532965,2.268232222830215,0.6381418729176178,0.18206706403108364,0.4574186961796788,0.5837848460313855,0.1225830088775057,-5.464581468143372,6.180050382186957,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297164391095,49.52471995737326,8.71966422752726,0.41371469943785366,2.2682318712401925,0.6381418749627901,0.18206706315884105,0.45741869721382944,0.5837848965658723,0.12258300969411079,-5.464565718561502,6.180050449098133,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229776672182,49.524787617353766,8.71966400033087,0.4137147068088881,2.268231868618546,0.6381418730777495,0.18206710079005195,0.45741869610297725,0.5837848966993487,0.1225830099803786,-5.464467168841722,6.18005148039467,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297639071663,49.524775368544915,8.71966400722896,0.4137147069258039,2.268231993672037,0.6381418755760211,0.182067099358066,0.45741869586975303,0.5837848941706046,0.12258300654440653,-5.464468318500153,6.180050407926647,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587715406,49.52478857408809,8.719657588209078,0.41371470168287056,2.2682319990379005,0.6381418756161776,0.18206709140154587,0.45741869896302456,0.5837848974514392,0.12258298673048242,-5.464466755317915,6.180051825077707,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229786920371,49.52480234304909,8.719664120620235,0.41371470703128294,2.268231977274361,0.6381418755477146,0.18206710065319703,0.4574186961528717,0.5837849057772031,0.12258298708572132,-5.464582726180645,6.180051451437699,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299354984355,49.52226805899404,8.719663769749424,0.4137147040741076,2.2682319976012923,0.6381418757247981,0.1820670631918906,0.45741869879540065,0.5837851826453725,0.12258287553613798,-5.464474260829299,6.18005142258364,66.0,2.8499999046325684,7.849998950958252,
NSGA-II,NSGA-II,20260310,1.7132297587345162,49.524787740964506,8.719663836098004,0.4137147069185978,2.268231977274361,0.6381418730978747,0.18206709140154587,0.457418697233669,0.5837848399042368,0.12258300970329118,-5.464472396068622,6.1800515172908055,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299852801252,49.52479951885248,8.71966412256247,0.413714701737105,2.2682319500995014,0.6381418728558135,0.18206706421987162,0.4574187025930416,0.5837848948246448,0.12258298712639275,-5.464573622687752,6.180050147173724,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297250083797,49.52472186020298,8.719659504372048,0.4137147001565715,2.268231986399244,0.6381418747459997,0.18206709139518237,0.457418698873431,0.5837851642325271,0.12258287701022862,-5.464581918512209,6.180050409108897,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299697472337,49.52475325454771,8.719659930302786,0.41371470690479706,2.2682317578007334,0.6381418731440349,0.18206710042117522,0.4574186972247063,0.5837848971363294,0.12258300970329118,-5.4645694078235465,6.180051517359364,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132300622660572,49.52477222013428,8.719659695110103,0.41371469921475224,2.2682318718052903,0.6381418728474932,0.18206710076338475,0.457418695396376,0.5837848478839732,0.12258298189099488,-5.464467320477837,6.180051706439068,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297573327264,49.52480101489021,8.71966380697268,0.41371470712415737,2.268231879950811,0.6381418747188412,0.18206710069247833,0.45741869897875287,0.583784884124665,0.12258300914099121,-5.464573279284458,6.1800515308303785,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299852801252,49.52479957284022,8.71965896178164,0.41371470654488846,2.2682319500995014,0.6381418728558135,0.18206706421987162,0.4574187025930416,0.5837848949086406,0.12258298558514295,-5.464573622687752,6.180050147173724,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587345162,49.524772202540404,8.719664000405357,0.4137147069185978,2.2682319748010054,0.6381418730978747,0.18206706242896065,0.45741869623474496,0.5837848398565786,0.12258301270006994,-5.464466522544399,6.180049534039209,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297252299749,49.52472186020298,8.719659712897583,0.4137147001515965,2.2682317688809253,0.6381418763752711,0.18206709121900894,0.4574186961565627,0.5837848981290481,0.12258298482087576,-5.464585421675423,6.180050408599862,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299731543017,49.52465079088813,8.719659708191895,0.41371470841791536,2.268232222830215,0.6381418729584875,0.1820670657556152,0.4574187027590014,0.5837848966950634,0.12258300855465123,-5.4645793217715095,6.180050382186957,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132300564535647,49.52481746882973,8.719663839765733,0.4137147069329062,2.2682318827510404,0.6381418731824837,0.18206706231464725,0.4574187472906538,0.5837849124641211,0.1225831021858415,-5.46447045023168,6.180051719556962,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299659147443,49.52476704528345,8.719659930302786,0.4137147069057881,2.2682318683399023,0.6381418731440349,0.18206710042117522,0.45741875444698415,0.5837848968983868,0.12258300971821919,-5.4645694078235465,6.180051518634652,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297126805205,49.52471725639601,8.719664031311343,0.4137147069184923,2.2682318748732966,0.6381418731004977,0.1820671008616458,0.45741870115277933,0.5837848966157131,0.12258301587551756,-5.464467256220779,6.180051470244702,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229759354934,49.524773067997494,8.719663998018284,0.4137147069185978,2.2682318842756253,0.6381418730710097,0.18206706404017375,0.4574187396368976,0.5837848461672343,0.12258300882209763,-5.464467246200229,6.180051809888767,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297126805205,49.5247191302253,8.719664013944588,0.413714699283725,2.2682318715381706,0.6381418731004977,0.1820671008617381,0.45741869572672234,0.5837848966157131,0.1225830156784483,-5.464467408367398,6.180050391368238,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229758880733,49.52480207013933,8.719663999133985,0.41371470692711754,2.2682319944140783,0.6381418730958841,0.18206710075362106,0.45741869545952346,0.5837848959818235,0.12258300856186799,-5.464582666142711,6.180051467127088,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229713298296,49.524720676459594,8.719664001392267,0.4137147069185978,2.268231995305309,0.6381418731004989,0.18206709131739768,0.45741870119650685,0.5837848426259515,0.1225831035677396,-5.464472332676628,6.180051406719018,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299336405188,49.52481738325059,8.71966378545276,0.41371470692736667,2.2682319829704705,0.6381418731970135,0.1820670628007421,0.4574187466035113,0.5837848967273589,0.12258300648393071,-5.464471859447492,6.180051467123942,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297635459648,49.524800442174275,8.71966400722896,0.4137147069258039,2.2682318647694695,0.6381418730538178,0.1820670622438404,0.45741870129559237,0.5837848968311294,0.1225830065440718,-5.464463951392489,6.180051442983318,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297677835517,49.52465067027878,8.719664001392267,0.4137147068993917,2.268231990803215,0.6381418729148948,0.18206710079967064,0.4574187011165485,0.5837849092532164,0.12258300999066313,-5.464572990663797,6.180051540994129,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297044260172,49.52478485005691,8.719659706151798,0.4137147069284751,2.2682317673760517,0.6381418726357743,0.18206710049040437,0.457418701187594,0.5837848463454911,0.12258298469837008,-5.464587919599914,6.180051440146205,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229758880733,49.52480207013933,8.719663999133985,0.41371470692711754,2.2682319944140783,0.6381418730779551,0.18206710076289126,0.45741869619660397,0.5837848959822441,0.12258300856186799,-5.464582666142711,6.180051467127088,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229967152972,49.524787646402835,8.719659741664024,0.41371470693835083,2.2682318721846215,0.6381418766548962,0.1820671007423256,0.4574186960775368,0.5837848408811934,0.12258301586567999,-5.464583692047121,6.180051376730506,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297573327264,49.52480101489021,8.71966380697268,0.4137147043733741,2.2682318827319556,0.6381418746837171,0.18206710069247833,0.45741869897875287,0.5837848435034564,0.12258300899714872,-5.464573256823357,6.180051445683551,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229984268183,49.524787646402835,8.719659741664024,0.41371470692734796,2.2682316175002013,0.6381418726303527,0.1820671007742994,0.4574187012162573,0.5837848429061991,0.12258301586567999,-5.464574799150419,6.180051532439854,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299336142836,49.5247164404768,8.719659845271934,0.4137147089598765,2.2682318708934135,0.6381418731686499,0.1820671002193891,0.45741869619354114,0.583784854332692,0.122582866171656,-5.464474245142334,6.180051533338754,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299666853967,49.52477242210096,8.719664122679415,0.41371470692050166,2.268231873236238,0.6381418756145714,0.18206710030900755,0.4574186962911072,0.5837848950838304,0.12258301271176392,-5.464571311565841,6.180051482421517,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.71322981780409,49.5247862352846,8.719663724773056,0.4137146997499245,2.2682318813654465,0.6381418725432568,0.18206706361642314,0.45741870123134,0.5837848568071436,0.12258309905836427,-5.464578684747501,6.180051531826306,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297589390029,49.5247189260474,8.719659500794297,0.41371470690523116,2.268231986692097,0.6381418764203245,0.18206709130519233,0.457418697233669,0.5837848376080008,0.12258300677113024,-5.464472553649841,6.180050339555511,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299697472337,49.52475328598969,8.719659926797757,0.4137147070117216,2.2682318739013585,0.6381418731438169,0.1820671008927852,0.4574186975101112,0.5837848390545393,0.12258301039892783,-5.464471179174609,6.180051436052339,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587345162,49.52478759830865,8.719663836128902,0.4137147069185978,2.268231977324243,0.6381418730978747,0.18206709140154587,0.457418697233669,0.5837848399042368,0.12258300970485077,-5.464472396068622,6.180051483835732,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299858748878,49.52477093464209,8.719659712897583,0.4137147001515965,2.2682319499808163,0.6381418762090034,0.18206709019301504,0.4574187028283857,0.5837848981290481,0.12258298680766724,-5.464577614877321,6.1800514690167505,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297252299749,49.52472186020298,8.719659712897583,0.4137147001515965,2.2682317673739054,0.6381418763752711,0.18206709121900894,0.4574186961565627,0.5837848981290481,0.12258298482087576,-5.464581824346496,6.180050408599862,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297164391095,49.52471998881524,8.71966422752726,0.4137147012032599,2.2682318712402703,0.6381418757896158,0.1820671024392102,0.4574186975405314,0.583784896607808,0.12258301037276652,-5.464466949205274,6.1800504128068,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299697472337,49.52475325454771,8.719659930302786,0.41371470690523116,2.2682318739013585,0.6381418731440349,0.18206710042117522,0.4574186972247063,0.5837848399042368,0.12258300970329118,-5.4645694078235465,6.180051518634652,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297414214945,49.52477034112688,8.719664001392267,0.4137147068816811,2.2682319799523833,0.638141873127375,0.18206709163026535,0.4574186957150618,0.5837848397018439,0.12258307842943353,-5.464473249587577,6.180049531955024,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297566641284,49.52469615808805,8.719659759753288,0.4137147041347403,2.2682319911084514,0.6381418727918085,0.18206710076249435,0.45741869550142505,0.5837849095020914,0.12258298536971893,-5.464573675427843,6.18005144300924,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297821354099,49.524787614692144,8.7196596967406,0.41371470841791536,2.268232222830215,0.6381418729176178,0.18206706403108364,0.4574187027590014,0.5837848460313855,0.12258300855465123,-5.464581468143372,6.180050382186957,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297250083797,49.52472186573281,8.719659501581258,0.4137146998379013,2.2682319848806918,0.6381418747459997,0.18206709139518237,0.457418698873431,0.5837851654323346,0.12258301407037363,-5.464461289844898,6.180050409108897,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297561754772,49.52477437765186,8.719659622658956,0.41371470693402485,2.2682318732008717,0.6381418765235948,0.18206710075734936,0.4574186962863016,0.5837848950838304,0.122582984636796,-5.4644706598666986,6.1800503416723265,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587345162,49.52477350307373,8.71966382989806,0.4137147069185978,2.268231979158311,0.6381418730978747,0.18206706242896065,0.457418697233669,0.5837848398565786,0.12258300970482569,-5.464472396068622,6.180049534039209,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297586944212,49.524787646402835,8.719659450046269,0.41371470691067114,2.26823187185248,0.6381418730982091,0.1820670912572267,0.4574186972360046,0.5837849226098153,0.12258287736964676,-5.464576030063057,6.18004933228099,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297547646893,49.524787646402835,8.719659967465798,0.41371470692734796,2.2682318721846215,0.6381418730114866,0.18206710019927333,0.4574186960775368,0.5837848921304014,0.12258301586567999,-5.464583692047121,6.180051469266467,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229965232535,49.524787646402835,8.719659714543695,0.41371470692734796,2.2682318720604373,0.6381418730774215,0.1820671002195443,0.4574187012162573,0.5837848428980995,0.12258301243232919,-5.464467194662845,6.180051480825753,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297586891148,49.5247885833401,8.719659506429522,0.4137147069186211,2.2682319853582493,0.6381418726050805,0.18206710092248132,0.457418695743599,0.5837848404420627,0.12258300908161862,-5.464462738582732,6.1800515299394405,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297164391095,49.52477137445636,8.719664361099944,0.41371469952461626,2.2682318712585694,0.638141876263235,0.18206710086306382,0.4574186959137161,0.5837848934010241,0.12258300669146321,-5.464466970935426,6.1800504091515345,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299695910407,49.524797691047446,8.719658993614065,0.4137147002856515,2.26823176983655,0.6381418728558135,0.182067065610799,0.45741870117828454,0.5837848974806821,0.12258298482087576,-5.4644784157736055,6.180050407583902,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587715406,49.52478857408809,8.719664120620235,0.41371470167063895,2.2682319990379005,0.6381418757984526,0.18206709140154587,0.45741869728049955,0.5837848974514392,0.12258298712037471,-5.464466755317915,6.180051833162296,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297620988437,49.524787646402835,8.719659714543695,0.4137147069275513,2.2682318720604373,0.6381418730776018,0.1820671002195443,0.45741869633483745,0.5837848442346867,0.12258298407560131,-5.464467316388884,6.180051480825753,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297550950852,49.52472078089747,8.719657465054947,0.4137147069185978,2.2682319935507547,0.6381418756069848,0.18206710080098146,0.45741869896638,0.5837848417052733,0.12258300932012997,-5.464468345071268,6.180051524902112,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297398104948,49.52477233680429,8.719664001401126,0.4137147069185978,2.268231872071394,0.6381418730777495,0.1820670621362087,0.4574186962598316,0.5837848951866927,0.12258301043935182,-5.464467166680407,6.18005148039467,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297587345162,49.52478774104337,8.719664120620235,0.41371470167063895,2.2682319912817936,0.6381418755207818,0.18206709140154587,0.45741869728049955,0.5837848974514392,0.12258298712037471,-5.464466755317915,6.180051833162296,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297250083797,49.52477184919939,8.719659735766768,0.4137146993742601,2.268231985435512,0.6381418747459997,0.18206709139518237,0.457418698873431,0.5837851654323346,0.12258301407037363,-5.464461289844898,6.180050512196129,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297164391095,49.52471998881524,8.71966422752726,0.413714701212894,2.2682318712402703,0.6381418730928413,0.1820671007090657,0.4574186975405314,0.583784896607808,0.12258301037097086,-5.464466949205274,6.1800504128068,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297635459648,49.52480044074413,8.71966400722896,0.4137147069258039,2.2682318647694695,0.6381418730537712,0.18206706222436195,0.45741869891463516,0.5837848948831758,0.1225830065440718,-5.464463951392489,6.180051442983318,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229755342521,49.52472229269948,8.71966007397714,0.41371470691902157,2.2682317833371064,0.6381418767974525,0.18206710047770838,0.4574186960882072,0.5837848957928309,0.12258298362936988,-5.4645841858089526,6.1800504199728294,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297543283357,49.524787617353766,8.71966400033087,0.41371470693051937,2.2682318720943933,0.6381418730777495,0.18206710079005195,0.45741869610297725,0.5837848966993487,0.1225830099803786,-5.464467168841722,6.180051481266061,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299852801252,49.52479957284022,8.71965896178164,0.41371470665903554,2.2682319500995014,0.6381418728558135,0.18206706421987162,0.45741875357059286,0.5837848949086406,0.12258298482087576,-5.464573621040657,6.180050147173724,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132298811624571,49.52478747430589,8.719659728091905,0.4137147069489079,2.268231874698974,0.6381418729321705,0.18206710075883686,0.4574186972383423,0.5837849225679939,0.12258298875770574,-5.464589608095011,6.18004936953566,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.713229732488109,49.522180422966976,8.719656681530944,0.41371470408953337,2.268232219412517,0.6381418763230986,0.1820670618888833,0.4574184973996819,0.5837852075626826,0.12258125514385236,-5.464479021201342,6.180051488063991,66.0,2.849999189376831,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299695268378,49.52478715713123,8.719659706151798,0.4137147071660485,2.2682317665452194,0.6381418732205908,0.18206710049040437,0.457418701187594,0.5837849052114783,0.12258298502881365,-5.464587919599914,6.180050050596274,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297178119504,49.52471998881524,8.71966422752726,0.4137147012032599,2.268231871845849,0.6381418757896158,0.18206706236899564,0.45741869749923425,0.5837849222408188,0.12258301037276652,-5.464467536663115,6.180049348769651,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297126805205,49.5247191302253,8.719664013944588,0.41371470693391654,2.268231874838916,0.6381418731004977,0.1820671008616458,0.45741870115277933,0.5837848966157131,0.12258301587551756,-5.464467403663122,6.180050393176223,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132299868650875,49.524797691047446,8.71965896178164,0.41371470665903554,2.268231874255045,0.6381418728558135,0.182067065610799,0.45741870121070916,0.5837848457134424,0.12258298482087576,-5.4644689238117365,6.180051455223332,66.00004577636719,2.8499999046325684,7.849999904632568,
NSGA-II,NSGA-II,20260310,1.7132297586849075,49.5247885833401,8.719659506429522,0.4137147069186211,2.268231998019281,0.6381418725806716,0.18206710092248132,0.457418695743599,0.5837848399025297,0.12258300899614975,-5.464575301183189,6.18005046222546,66.00004577636719,2.8499999046325684,7.849999904632568,
