sample_size,rep,group,HV,IGD,archive_rows,non_dominated_rows
100,17,NSGA-II_downsample,1.3309999900028449,0.4568699930981005,100,12
100,18,NSGA-II_downsample,1.3309999999366788,0.6406127636333491,100,5
100,19,NSGA-II_downsample,1.3309999875235272,0.42096570640785386,100,12
100,20,NSGA-II_downsample,1.3309999999471378,0.6762023692574362,100,4
100,21,NSGA-II_downsample,1.3309999361029865,0.6260478348813707,100,5
100,22,NSGA-II_downsample,1.3309999883670462,0.45469839604168927,100,10
100,23,NSGA-II_downsample,1.3309999865211954,0.3911073266001946,100,14
100,24,NSGA-II_downsample,1.3309999999471378,0.6406127708754659,100,5
100,25,NSGA-II_downsample,1.3309999999471378,0.6762023692574362,100,4
100,26,NSGA-II_downsample,1.33099999995231,0.5479839081738316,100,6
100,27,NSGA-II_downsample,1.3309993603174657,0.3475492110027055,100,13
100,28,NSGA-II_downsample,1.3309999854871575,0.517089537657065,100,9
100,29,NSGA-II_downsample,1.3309999788133846,0.4755338838744534,100,11
100,30,NSGA-II_downsample,1.3309999598522264,0.42997972736701795,100,12
100,31,NSGA-II_downsample,1.33099999597812,0.4498019780308293,100,12
100,32,NSGA-II_downsample,1.330999996511429,0.523638103128545,100,9
100,33,NSGA-II_downsample,1.3309999925026228,0.4505511654501628,100,12
100,34,NSGA-II_downsample,1.3309999999366784,0.5796020242396969,100,7
100,35,NSGA-II_downsample,1.3309999783750504,0.30536830772156054,100,22
100,36,NSGA-II_downsample,1.3309999999471378,0.6406127708754659,100,5
100,37,NSGA-II_downsample,1.3309999670015051,0.43717782863577903,100,11
100,38,NSGA-II_downsample,1.3309999680805282,0.5219023927371204,100,7
100,39,NSGA-II_downsample,1.3309999910004588,0.39773510059262907,100,15
100,40,NSGA-II_downsample,1.330999846166967,0.4945773634554398,100,10
100,41,NSGA-II_downsample,1.3309999999471378,0.6406127708754659,100,5
100,42,NSGA-II_downsample,1.3309999946340048,0.5024984679435844,100,10
100,43,NSGA-II_downsample,1.3309999101374752,0.4561889364168262,100,10
100,44,NSGA-II_downsample,1.3309995573908167,0.36250717176089864,100,17
100,45,NSGA-II_downsample,1.3309999811480153,0.4675145735715885,100,11
100,46,NSGA-II_downsample,1.3309999943412094,0.4970307952978384,100,10
100,47,NSGA-II_downsample,1.3309999457237303,0.38652027472500056,100,15
100,48,NSGA-II_downsample,1.3309999819607459,0.5072274669116248,100,8
100,49,NSGA-II_downsample,1.3309999999513848,0.6608321593562919,100,4
100,50,NSGA-II_downsample,1.3309999842433624,0.4162209652556843,100,15
100,51,NSGA-II_downsample,1.3309999841407882,0.47566939033643474,100,11
100,52,NSGA-II_downsample,1.3309999999471378,0.6762023692574362,100,4
100,53,NSGA-II_downsample,1.3309999999366784,0.553256477683347,100,8
100,54,NSGA-II_downsample,1.3309999999366784,0.5292018482188536,100,9
100,55,NSGA-II_downsample,1.3309999999471378,0.5532564839379023,100,8
100,56,NSGA-II_downsample,1.3309999689808594,0.3860501073128154,100,15
100,57,NSGA-II_downsample,1.3309999574177047,0.4945767132317777,100,10
100,58,NSGA-II_downsample,1.3309999999471378,0.6085821323316926,100,6
100,59,NSGA-II_downsample,1.3309999999366784,0.553256477683347,100,8
100,60,NSGA-II_downsample,1.3309999999366784,0.6406127636333491,100,5
100,61,NSGA-II_downsample,1.3309999952244065,0.5944173548430667,100,6
100,62,NSGA-II_downsample,1.331,0.5071517712097348,100,10
100,63,NSGA-II_downsample,1.3309999890151087,0.4185761791981472,100,15
100,64,NSGA-II_downsample,1.3309999999471378,0.6762023692574362,100,4
100,65,NSGA-II_downsample,1.3309999999471378,0.6406127708754659,100,5
100,66,NSGA-II_downsample,1.330999986812595,0.521894629025023,100,9
100,67,NSGA-II_downsample,1.3309999866711653,0.5231749768005589,100,9
100,68,NSGA-II_downsample,1.330999914171183,0.48004837738665657,100,8
100,69,NSGA-II_downsample,1.3309999863838136,0.4598897480397592,100,12
100,70,NSGA-II_downsample,1.3309999999366784,0.553256477683347,100,8
100,71,NSGA-II_downsample,1.3309999809346607,0.44609719759338723,100,13
100,72,NSGA-II_downsample,1.3309999928993084,0.4471263732796499,100,13
100,73,NSGA-II_downsample,1.3309997282483297,0.5554814430877065,100,7
100,74,NSGA-II_downsample,1.3309999999471378,0.6085821323316926,100,6
100,75,NSGA-II_downsample,1.3309999999366784,0.5796020242396969,100,7
100,76,NSGA-II_downsample,1.3309999999366784,0.5292018482188536,100,9
100,77,NSGA-II_downsample,1.3309998748063019,0.5406100668357663,100,8
100,78,NSGA-II_downsample,1.3309999999366784,0.6085821254516817,100,6
100,79,NSGA-II_downsample,1.3309999999366784,0.7159789711196255,100,3
