feature,count,min,q01,q05,q10,q25,median,mean,std,q75,q90,q95,q99,max,record_type,component_index,explained_variance_ratio,cumulative_explained_variance,sample_id,normalized_nearest_neighbor_distance,OSLI
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,59.0,0.24186508184762134,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,60.0,0.17146737665218234,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,61.0,0.14324148222358946,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,62.0,0.13051319103369666,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,63.0,0.18563709898838865,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,64.0,0.13062475121917339,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,65.0,0.09802206460378964,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,66.0,0.1661561339354317,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,67.0,0.17712530790172104,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,68.0,0.19114890813425264,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,69.0,0.19552296279481252,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,70.0,0.3558647879244664,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,71.0,0.14972210036018832,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,72.0,0.2446250108061604,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,73.0,0.19895394328878788,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,74.0,0.23265085563799232,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,75.0,0.22398986396159343,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,76.0,0.18134949866773542,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,77.0,0.14858275609695754,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,78.0,0.21092729423481316,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,79.0,0.26272384303078977,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,80.0,0.1746411500815382,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,81.0,0.16658786720198324,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,82.0,0.1596308164252812,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,83.0,0.17059949794413812,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,84.0,0.08730370390414896,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,85.0,0.1876745901897304,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,86.0,0.1818343273971658,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,87.0,0.18502891664774787,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,88.0,0.23686519489323818,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,89.0,0.21857637734628796,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,90.0,0.2579667358118388,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,91.0,0.1891563752131121,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,92.0,0.24421462970397953,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,93.0,0.11274460372251235,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,94.0,0.12205597232728538,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,95.0,0.14250530608336134,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,96.0,0.20163245523826387,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,97.0,0.23516884958820153,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,98.0,0.3514324030167144,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,99.0,0.2987164817431824,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,100.0,0.2523660713842236,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,101.0,0.2463486822761729,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,102.0,0.18948677509163303,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,103.0,0.21188556476504303,
